transaction_id,customer_id,timestamp,home_country,source_currency,dest_currency,channel,amount_src,amount_usd,fee,exchange_rate_src_to_dest,device_id,new_device,ip_address,ip_country,location_mismatch,ip_risk_score,kyc_tier,account_age_days,device_trust_score,chargeback_history_count,risk_score_internal,txn_velocity_1h,txn_velocity_24h,corridor_risk,is_fraud
25f9e6ad-9036-4158-900d-dfdd51b05d1c,d71c91b4-fee8-4104-9856-a5c6109a62e3,2022-10-06 01:21:47.468549+00:00,US,USD,NGN,mobile,254.76,254.76,4.75,1111.111111,2e4ee45b-aac1-4239-b30c-35757a3a041c,False,35.46.78.22,UK,True,0.448,standard,298,0.336,0,0.166,0,0,0.25,0
af64ac0a-12ae-4742-b907-3c2ee82e1c0b,402cccc9-28de-45b3-9af7-cc5302aa1f93,2022-10-06 04:25:15.468549+00:00,US,USD,CAD,mobile,326.05,326.05,5.85,1.351351,5f187e9b-8172-42dc-83ec-95fb3182346b,False,92.162.26.18,US,False,0.066,standard,263,0.522,0,0.223,0,0,0.0,0
857dd214-d937-4ef4-9b0e-8a8a5ca04ee0,2557bd38-d411-4ad4-9ee3-2370333db5b4,2022-10-06 07:10:30.468549+00:00,CA,CAD,NGN,ATM,293.42,217.13,5.81,822.222222,3ffce1a8-b344-4bef-a610-58fe99b5a0b9,True,111.241.62.47,CA,False,0.366,standard,853,0.68,0,0.29,0,0,0.0,0
ea2f7e46-714b-4c1d-ae81-f0bf0c47313b,6d0d9b27-fa26-45f8-93b1-2df29d182d9c,2022-10-06 07:38:34.468549+00:00,US,USD,NGN,web,208.25,208.25,4.3,1111.111111,cc6601fa-635d-4cea-9fea-399ca48cc251,False,7.220.1.69,CA,True,0.29,enhanced,367,0.939,0,0.176,0,0,0.25,0
fec2c143-ef9b-4274-b99f-713d1ed511b7,d71c91b4-fee8-4104-9856-a5c6109a62e3,2022-10-06 07:40:57.468549+00:00,US,USD,NGN,web,121.71,121.71,3.06,1111.111111,82b5fc84-7382-4368-bf51-fed5b548d274,True,229.134.112.249,US,False,0.15,standard,298,0.186,0,0.166,0,0,0.25,0
c53f0b81-e21d-4c5e-81d6-baa0ad8c5d58,af8ca4c4-8703-4c55-b66c-2b76cd70040d,2022-10-06 08:10:10.468549+00:00,US,USD,GBP,mobile,39.5,39.5,1.3,0.8,d4584a3c-72bd-44a5-8c5d-3de5a533182b,False,80.185.84.114,US,False,0.291,standard,1018,0.934,0,0.087,0,0,0.0,0
8b701ec2-f0d3-432d-bb4b-7e1745bef34f,7bd5200c-5d19-44f0-9afe-8b339a05366b,2022-10-06 09:34:57.468549+00:00,US,USD,USD,mobile,121.06,121.06,3.04,1.0,162dcfa8-d2e4-4449-9b0d-7d56fd981991,False,155.92.229.247,US,False,0.163,standard,147,0.551,0,0.391,0,0,0.0,0
671f6c5a-3638-4f30-a7e7-9e7e05c972bc,402cccc9-28de-45b3-9af7-cc5302aa1f93,2022-10-06 10:06:36.468549+00:00,US,USD,CAD,mobile,204.53,204.53,4.61,1.351351,d132ac87-0ed0-4d66-a467-4d16430bdc1d,False,97.24.196.237,US,False,0.194,standard,263,0.522,0,0.223,0,0,0.0,0
cb118fb8-a30f-4e5b-b288-3975a35def8e,4dfeffe2-94ed-4fc3-b5bc-89c6f1e86dab,2022-10-06 11:15:12.468549+00:00,CA,CAD,CNY,web,76.26,56.43,3.89,5.285714,b824504d-8710-4ba2-a1a1-86f4bb956224,False,64.18.229.205,CA,False,0.424,standard,1041,0.867,0,0.245,0,0,0.0,0
dd3f2150-2bbd-4489-99b6-7b99c4f4f05c,924a7526-46e2-47d9-90ef-4dd432816253,2022-10-06 18:00:46.468549+00:00,CA,CAD,MXN,mobile,149.15,110.37,3.63,12.758621,5af01b42-7422-4f18-98e3-359e03a2d295,False,196.195.2.252,CA,False,0.554,standard,366,0.662,0,0.225,0,0,0.0,0
5e7cb574-cb06-456f-bb1b-428207cf0253,af8ca4c4-8703-4c55-b66c-2b76cd70040d,2022-10-06 19:02:12.468549+00:00,US,USD,GBP,web,46.16,46.16,1.0,0.8,fe4a233a-f91e-4aac-b3a6-995f978d1ea3,False,177.2.167.24,US,False,0.41,standard,1018,0.934,0,0.087,0,0,0.0,0
62316f4f-c0d6-402e-89d1-9f20b692bef6,7bd5200c-5d19-44f0-9afe-8b339a05366b,2022-10-06 19:48:22.468549+00:00,US,USD,NGN,mobile,97.81,97.81,3.11,1111.111111,fea688e8-fc0b-4eae-b389-fa62411aa613,False,166.177.79.241,US,False,0.647,standard,147,0.551,0,0.391,0,0,0.25,0
051036ba-dbe3-4d60-9b81-5683d6ca4da7,f7531a78-8bbe-4a85-b1e8-a0650edddc72,2022-10-07 00:53:02.468549+00:00,US,USD,CAD,mobile,150.59,150.59,3.38,1.351351,d7e2b666-f474-4232-b689-25a1a261cb60,False,68.123.191.159,CA,True,0.27,standard,1016,0.944,0,0.247,0,0,0.0,0
1823877a-cc28-4333-929a-5523a0d20120,402cccc9-28de-45b3-9af7-cc5302aa1f93,2022-10-07 08:31:21.468549+00:00,US,USD,USD,mobile,232.66,232.66,4.31,1.0,33919fa4-5dbb-41b0-a895-ec15ab2c10f1,False,62.78.115.149,US,False,0.271,standard,263,0.522,0,0.223,0,0,0.0,0
e8650f06-b8f9-4465-9d23-7dc4c11e989b,402cccc9-28de-45b3-9af7-cc5302aa1f93,2022-10-07 08:48:11.468549+00:00,US,USD,GBP,ATM,91.61,91.61,1.63,0.8,0e07b0ec-41c2-404d-9214-cc165fb9ea1d,False,12.65.50.23,US,False,0.537,standard,263,0.522,0,0.223,0,0,0.0,0
8fe20fa1-61c3-4eae-a3ed-160718e0b209,6d0d9b27-fa26-45f8-93b1-2df29d182d9c,2022-10-07 09:07:42.468549+00:00,US,USD,USD,mobile,61.27,61.27,1.79,1.0,3deb41ac-8c17-4c96-b1e9-24c67ea0de90,False,218.149.36.208,US,False,0.223,enhanced,367,0.939,0,0.176,0,0,0.0,0
028a1dc3-fc09-4c4e-a5a8-63e05aa01c60,c6d6f094-e982-46d2-8c1b-12d3af4a4bb9,2022-10-07 10:10:25.468549+00:00,CA,CAD,CNY,web,146.2,108.19,2.67,5.285714,589a6f0a-9d8f-439b-acbe-306e18fd39f2,False,234.129.149.119,CA,False,0.258,standard,172,0.881,0,0.199,0,0,0.0,0
4a8a5f43-683e-4f80-9d7a-f4cdcb614dfc,7041b9c1-3719-4ca8-9a6b-811b47cea6c0,2022-10-07 11:46:35.468549+00:00,UK,GBP,GBP,mobile,291.49,364.36,4.34,1.0,1be5f240-7bfe-45c1-a58d-624b05c0f83f,False,206.237.16.196,UK,False,0.064,standard,4,0.892,0,0.407,0,0,0.0,0
b125b83b-b613-427a-b145-cd1075f096cf,402cccc9-28de-45b3-9af7-cc5302aa1f93,2022-10-07 15:52:25.468549+00:00,US,USD,EUR,mobile,307.68,307.68,5.25,0.925926,32a0bc21-a7f6-42ae-b05c-b5a3d1064a01,False,53.200.160.111,US,False,0.931,standard,263,0.522,0,0.223,0,0,0.0,0
4793bd44-98b0-465d-915a-bda5f479fe66,7041b9c1-3719-4ca8-9a6b-811b47cea6c0,2022-10-07 16:33:27.468549+00:00,UK,GBP,PHP,web,93.99,117.49,2.15,73.529412,157a9d9a-4a9f-4dd8-af38-faa2abec7f1e,False,48.92.244.30,UK,False,0.197,standard,4,0.892,0,0.407,0,0,0.0,0
728173a7-40bb-4543-a0e6-cc4846aac077,7041b9c1-3719-4ca8-9a6b-811b47cea6c0,2022-10-08 00:05:48.468549+00:00,UK,GBP,EUR,mobile,126.01,157.51,3.4,1.157407,e3b51fb0-e017-4684-b2f1-99cf68467520,False,180.160.210.98,UK,False,0.483,standard,4,0.892,0,0.407,0,0,0.05,0
d36a0593-5a44-4174-a5ed-cc7317bc8524,6d0d9b27-fa26-45f8-93b1-2df29d182d9c,2025/13/40 25:61:00,US,USD,PHP,mobile,165.91,165.91,3.46,58.823529,afdb5305-32ba-43d8-857b-7240ba5b11a1,False,190.205.8.68,US,False,0.424,enhanced,367,0.939,0,0.176,0,0,0.1,0
b15a08b2-a696-4d1c-af31-15e072649b4f,2557bd38-d411-4ad4-9ee3-2370333db5b4,2022-10-08 01:50:06.468549+00:00,CA,CAD,GBP,ATM,115.49,85.46,3.2,0.592,11c1a739-b3c6-4f24-a2c3-fd7151bf18f7,False,42.26.120.218,CA,False,0.392,standard,853,0.83,0,0.29,0,0,0.0,0
e4a98c21-e74d-4954-83f6-f758a1dfdc0e,7041b9c1-3719-4ca8-9a6b-811b47cea6c0,2022-10-08 03:10:02.468549+00:00, UK  ,GBP,USD,WEB,46.51,58.14,1.72,1.25,e9691d75-9094-4ab8-8e4b-2c6d1b692eab,False,28.194.238.189,UK,False,0.368,standrd,4,0.892,0,0.407,0,1,0.0,0
6979021a-94d5-4834-a1dc-e35e2b4ce4db,f7531a78-8bbe-4a85-b1e8-a0650edddc72,2022-10-08 07:56:33.468549+00:00,US,USD,EUR,mobile,179.75,179.75,3.7,0.925926,4edba70e-3d34-454d-9ce8-f835a19548a1,False,245.44.232.28,US,False,0.169,standard,1016,0.944,0,0.247,0,0,0.0,0
f38d1c57-3dd4-433e-a3cd-c07f4ec25304,af8ca4c4-8703-4c55-b66c-2b76cd70040d,2022-10-08 08:19:24.468549+00:00,US,USD,USD,web,254.28,254.28,4.22,1.0,ff15b1b0-c6a7-4bd1-8ba7-a892d37c8d02,True,56.105.104.32,US,False,0.378,standard,1018,0.784,0,0.087,0,0,0.0,0
c9a639e1-2539-4901-b525-fd70ce0f7607,6d0d9b27-fa26-45f8-93b1-2df29d182d9c,2022-10-08 13:33:03.468549+00:00,US,USD,USD,mobile,102.54,102.54,2.65,1.0,3c27e832-cb50-4fc5-b782-ec97f6a5d50c,False,220.126.156.148,UK,True,0.478,enhanced,367,0.939,0,0.176,0,0,0.0,0
af10ed77-e5e8-48b1-8111-ad48872985ac,7041b9c1-3719-4ca8-9a6b-811b47cea6c0,2022-10-08 14:19:34.468549+00:00,UK,GBP,EUR,web,146.41,183.02,3.23,1.157407,6bd0a6a0-6b99-47de-8833-e05cd3c7a119,False,170.75.234.234,US,True,0.336,standard,4,0.892,0,0.407,0,0,0.05,1
8f6cc82a-6c78-4fba-a2fc-d5be58332800,7bd5200c-5d19-44f0-9afe-8b339a05366b,2022-10-08 15:47:11.468549+00:00,US,USD,CNY,mobile,400.46,400.46,6.69,7.142857,f024f4a2-cb65-4a26-8a06-15c7ba640cda,False,168.43.117.200,US,False,0.199,standard,147,0.551,0,0.391,0,1,0.0,0
3668fb94-6bb7-4523-8c80-0d54d4d21f28,7bd5200c-5d19-44f0-9afe-8b339a05366b,2022-10-08 16:11:22.468549+00:00,US,USD,PHP,mobile,240.72,240.72,4.18,58.823529,52f1b397-175b-44a6-8967-3d129ac5722c,False,50.62.207.112,US,False,0.289,standard,147,0.551,0,0.391,0,0,0.1,0
b489474c-b729-4759-86e9-51778ddea385,402cccc9-28de-45b3-9af7-cc5302aa1f93,2022-10-08 20:45:48.468549+00:00,US,USD,INR,mobile,255.06,,,83.333333,b823bda8-e2a3-4541-a8d3-ae59fc963dd7,False,,,False,0.53,,263,,0,0.223,0,0,0.0,0
791a4a5f-12b8-4514-9ed8-e033138933f1,7041b9c1-3719-4ca8-9a6b-811b47cea6c0,2022-10-08 22:50:04.468549+00:00,UK,GBP,CAD,web,93.5,116.87,3.36,1.689189,e3f48a04-25b8-44f3-9991-3b808fb7c32f,False,163.204.46.222,UK,False,0.42,standard,4,0.892,0,0.407,0,0,0.0,0
37acea94-2ecf-4cba-bf3a-a2b418a02300,402cccc9-28de-45b3-9af7-cc5302aa1f93,2022-10-09 08:57:10.468549+00:00,US,USD,EUR,web,67.19,67.19,-1.0,0.925926,16e4b1b1-a590-45cf-b154-6b8edbcf0dbd,False,71.133.231.78,CA,True,1.2,standard,263,-0.1,0,0.223,-1,0,0.0,0
5e82666b-f1ee-4e6d-81e1-44a5515cec16,d71c91b4-fee8-4104-9856-a5c6109a62e3,2022-10-09 12:35:28.468549+00:00,US,USD,EUR,mobile,1071.92,1071.92,17.53,0.925926,620d99ab-a100-4622-8e08-756997cfe7ed,False,252.185.23.99,US,False,0.228,standard,298,0.336,0,0.166,0,0,0.0,0
1b544fb7-8ba5-491c-9978-bce1e4b3733a,0bac0b84-4f9e-48e5-ae83-1d4ab38944ea,2022-10-09 13:13:09.468549+00:00,CA,CAD,CNY,web,9997.3,7398.0,151.89,5.285714,a76a7704-7b4a-42fd-b86c-d01137fc44ec,False,170.210.141.100,CA,False,0.108,enhanced,63,0.853,0,0.13,0,0,0.0,0
5a93c511-6381-41f8-90bb-79002633e334,67c2c6b3-ef0a-4777-a3f1-c84a851bb6ad,2022-10-09 13:43:14.468549+00:00,CA,CAD,USD,web,314.46,232.7,5.88,0.74,37c3f9d4-a89c-44fe-a45b-fa3500473e8c,False,63.178.168.159,CA,False,0.583,standard,947,0.625,0,0.268,0,0,0.0,0
e5a47731-9cc7-4c2f-b17d-06bb3cab4af5,7041b9c1-3719-4ca8-9a6b-811b47cea6c0,2022-10-09 14:04:43.468549+00:00,UK,GBP,GBP,mobile,925.39,1156.74,14.22,1.0,45f785dd-06af-4662-9d74-1916a57f0e4d,False,199.17.240.229,UK,False,0.267,standard,4,0.892,0,0.407,0,0,0.0,0
513a7286-4258-43ae-ad46-e7e03ac32f70,7795eb78-a695-44b8-932b-0217a5085912,2022-10-09 18:22:26.468549+00:00,CA,CAD,PHP,web,115.25,85.28,3.0,43.529412,c781533f-f681-4216-8fbe-dff57953d6dc,False,102.236.167.207,CA,False,0.468,low,615,0.515,0,0.355,0,0,0.0,0
4662cb2d-21b2-4390-ba38-5a1eddebdc7c,402cccc9-28de-45b3-9af7-cc5302aa1f93,2022-10-09 20:21:25.468549+00:00,US,USD,GBP,mobile,152.75,152.75,3.35,0.8,9f5cc9be-f9f0-4911-bdc4-d9e4c8a871fa,False,194.179.17.152,US,False,0.328,standard,263,0.522,0,0.223,5,5,0.0,0
9e65b86a-a961-4aa8-9600-32755b470863,f7531a78-8bbe-4a85-b1e8-a0650edddc72,2022-10-10 08:15:05.468549+00:00,US,USD,USD,web,71.62,71.62,2.69,1.0,5d50d365-78a1-4c01-a838-9447ad15e0d1,False,229.68.186.85,US,False,0.129,standard,1016,0.944,0,0.247,0,0,0.0,0
811e840c-2653-4b76-a35f-3aa357dc6c2b,7bd5200c-5d19-44f0-9afe-8b339a05366b,2022-10-10 09:26:44.468549+00:00,US,USD,NGN,mobile,509.65,509.65,9.13,1111.111111,cdedfc0f-2dec-47d5-a464-1bd8255aa493,False,67.186.34.7,US,False,0.504,standard,147,0.551,0,0.391,0,0,0.25,0
c42328f0-a715-472d-b261-61edc7ae5dd0,d71c91b4-fee8-4104-9856-a5c6109a62e3,2022-10-10 12:06:38.468549+00:00,US,USD,USD,mobile,190.42,190.42,-1.0,1.0,bad152b7-36e0-4613-820d-bec469406d0c,False,102.188.190.205,US,False,1.2,standard,298,-0.1,0,0.166,-1,0,0.0,0
68647c97-d250-415d-98a8-ee10cff1eebb,7041b9c1-3719-4ca8-9a6b-811b47cea6c0,2022-10-10 20:33:00.468549+00:00,UK,GBP,CAD,ATM,111.18,138.97,2.66,1.689189,ac1e9c5c-dbff-431e-8d79-e5c90d1b9fff,True,138.106.43.124,UK,False,0.327,standard,4,0.742,0,0.407,0,0,0.0,0
4f87cfb4-c996-45f9-9120-67f2d0e90149,7041b9c1-3719-4ca8-9a6b-811b47cea6c0,2022-10-11 01:41:19.468549+00:00,UK,GBP,MXN,mobile,499.76,624.7,7.42,21.551724,e70db499-19e1-4927-b04f-3ebfcf62e33c,False,5.113.153.227,UK,False,0.31,standard,4,0.892,0,0.407,7,7,0.0,0
780f4937-b26a-4642-aae7-aa04733c4f56,bf818924-c43b-4e91-8dd4-fbb71d30833a,2022-10-11 05:06:23.468549+00:00,US,USD,CAD,web,442.22,442.22,7.36,1.351351,ed50a56d-7958-4fd7-91bf-c837a0f43627,False,207.9.33.77,US,False,0.395,standard,830,0.799,0,0.102,0,0,0.0,0
d66c4718-43dd-4af8-a2da-fbfa3c393731,402cccc9-28de-45b3-9af7-cc5302aa1f93,2022-10-11 05:25:12.468549+00:00,US,USD,EUR,web,158.26,158.26,2.85,0.925926,200eb9e6-5438-495c-a6e4-837c7030c13e,False,192.135.153.138,US,False,0.568,standard,263,0.522,0,0.223,0,0,0.0,0
579f4b32-eb9a-49a6-8738-e349e6cea441,7041b9c1-3719-4ca8-9a6b-811b47cea6c0,2022-10-11 06:00:55.468549+00:00,UK,GBP,EUR,mobile,168.22,210.28,3.54,1.157407,d84c7493-1dd3-4d31-88b9-80cf23430395,True,199.4.153.12,UK,False,0.973,standard,4,0.742,0,0.407,0,0,0.05,0
26094f17-203a-4282-8548-e7eb45589e18,402cccc9-28de-45b3-9af7-cc5302aa1f93,2022-10-11 07:05:00.468549+00:00,US,USD,CNY,mobile,147.9,147.9,2.07,7.142857,a310d9dd-6dee-4c19-aceb-48f6439d1f1f,False,118.117.15.215,US,False,0.394,standard,263,0.522,0,0.223,0,0,0.0,0
47d17a1c-e587-4ff2-a437-d4d2c0d00417,f7531a78-8bbe-4a85-b1e8-a0650edddc72,2022-10-11 08:50:19.468549+00:00,US,USD,GBP,mobile,42.13,42.13,2.02,0.8,11dd6bad-3096-4efc-bf90-b747ed2dce20,False,60.165.154.6,US,False,0.2,standard,1016,0.944,0,0.247,0,0,0.0,0
9febfaca-b31b-44e8-95e2-afe7c8260e29,af8ca4c4-8703-4c55-b66c-2b76cd70040d,2022-10-11 12:43:29.468549+00:00,US,USD,INR,mobile,144.6,144.6,3.6,83.333333,5eea9c6c-502d-46f3-9ba2-720a8700d691,False,100.224.134.59,US,False,0.235,standard,1018,0.934,0,0.087,0,0,0.0,0
da11f3dc-1ad5-4c40-b581-be657076ed96,7795eb78-a695-44b8-932b-0217a5085912,2023-01-14 15:40:15.468549+00:00,CA,CAD,CNY,mobile,300.19,222.14,5.1,5.285714,c781533f-f681-4216-8fbe-dff57953d6dc,False,52.129.237.158,CA,False,0.599,low,615,0.515,0,0.355,0,0,0.0,0
27608ef1-2ecc-4b52-84e6-e64da3250043,d71c91b4-fee8-4104-9856-a5c6109a62e3,2022-10-11 16:07:45.468549+00:00,US,USD,PHP,web,103.83,103.83,1.67,58.823529,21f5744c-01eb-4516-b0c0-e705a67dd5a7,False,208.146.129.251,US,False,0.341,standard,298,0.336,0,0.166,0,0,0.1,0
c3a5277c-3e69-4419-8c17-e45e3e3b7ccb,d71c91b4-fee8-4104-9856-a5c6109a62e3,2022-10-11 16:15:46.468549+00:00,US,USD,CAD,mobile,117.63,117.63,3.7,1.351351,798393b1-8cd2-40ae-99a0-7bb7dc3f4008,False,122.199.184.144,US,False,0.269,standard,298,0.336,0,0.166,0,0,0.0,0
eaaf5ca1-4343-4c98-9b8f-18608bd49ef8,d63571e6-4a0b-4339-9d12-3dd2f2c07d13,2022-10-11 16:18:27.468549+00:00,CA,CAD,GBP,web,232.19,171.82,4.54,0.592,479b87e2-7354-400b-a498-5af4ac64ef5d,False,84.74.134.3,CA,False,0.194,standard,564,0.658,0,0.4,0,0,0.0,0
0f13554d-2407-4a8b-9e88-e26ff30deb60,6d0d9b27-fa26-45f8-93b1-2df29d182d9c,2022-10-11 16:53:00.468549+00:00,US,USD,GBP,mobile,183.95,183.95,3.2,0.8,31829048-598b-409b-9b53-978263e7754b,False,242.1.90.228,US,False,0.137,enhanced,367,0.939,0,0.176,0,0,0.0,0
de1688bc-3b51-47fd-964c-ab23dba8e2af,70a93d26-8e3a-4179-900c-a4a7a74d08e5,2022-10-11 22:21:22.468549+00:00,US,USD,USD,ATM,125.6,125.6,3.24,1.0,b7ba213b-4c89-4c17-a72c-983df2b77957,False,42.142.98.175,US,False,0.422,enhanced,257,0.894,0,0.257,0,0,0.0,0
f23a0d7d-d6ff-444c-bf40-e1b866f6dc5c,70a93d26-8e3a-4179-900c-a4a7a74d08e5,2022-10-11 23:39:22.468549+00:00,US,USD,PHP,mobile,147.99,147.99,3.82,58.823529,ad56468e-1d39-4c1b-b372-9747f9c4f399,False,176.175.58.221,CA,True,0.416,enhanced,257,0.894,0,0.257,0,0,0.1,0
9258af27-3613-41a8-9267-5d8470930cf2,7041b9c1-3719-4ca8-9a6b-811b47cea6c0,2022-10-12 03:49:06.468549+00:00,UK,GBP,PHP,web,193.57,241.96,3.76,73.529412,af8452d1-9223-48f9-ae5f-2fbaa96c5188,True,7.83.102.222,UK,False,0.366,standard,4,0.742,0,0.407,0,0,0.0,0
