timestamp,home_country,source_currency,dest_currency,channel,amount_src,amount_usd,fee,new_device,ip_country,location_mismatch,ip_risk_score,kyc_tier,account_age_days,device_trust_score,risk_score_internal,txn_velocity_1h,txn_velocity_24h,corridor_risk,is_fraud,hour,day_of_week,is_weekend,month,late_night_hours,amount_high,high_ip_risk,low_device_trust,new_account,very_new_account,velocity_spike
2022-10-16 22:54:38.468549+00:00,us,USD,MXN,web,106.0,106.0,2.98,False,us,False,0.538,standard,147,0.551,0.391,0,0,0.2,0,22,6,1,10,0,0,0,1,0,1,0
2022-10-17 01:10:14.468549+00:00,uk,GBP,CNY,atm,44.2,55.25,1.28,False,us,True,0.426,standard,4,0.892,0.407,0,1,0.0,0,1,0,0,10,0,0,0,1,0,0,0
2022-10-17 03:43:01.468549+00:00,us,USD,PHP,mobile,445.23,445.23,7.77,False,us,False,0.279,standard,298,0.336,0.166,0,0,0.1,0,3,0,0,10,1,0,0,0,0,1,0
2022-10-17 04:09:23.468549+00:00,us,USD,EUR,mobile,182.78,182.78,3.95,False,us,False,0.672,enhanced,367,0.939,0.176,0,0,0.0,0,4,0,0,10,1,0,0,1,0,1,0
2022-10-17 05:52:59.468549+00:00,uk,GBP,PHP,mobile,137.67,172.08,3.03,False,uk,False,0.295,standard,4,0.892,0.407,0,0,0.0,0,5,0,0,10,1,0,0,1,0,0,0
2022-10-17 06:00:01.468549+00:00,us,USD,INR,mobile,350.66,350.66,5.96,False,us,False,0.18,standard,147,0.551,0.391,0,0,0.0,0,6,0,0,10,1,0,0,1,0,1,0
2022-10-17 06:23:57.468549+00:00,uk,GBP,PHP,mobile,1233.87,1542.34,19.43,False,uk,False,0.353,standard,4,0.892,0.407,0,0,0.0,0,6,0,0,10,1,1,0,1,0,0,0
2022-10-17 08:07:36.468549+00:00,us,USD,CAD,mobile,150.01,150.01,3.28,False,us,False,0.321,standard,263,0.522,0.223,0,0,0.0,0,8,0,0,10,0,0,0,1,0,1,0
2022-10-17 11:48:20.468549+00:00,us,USD,CAD,mobile,180.94,180.94,4.13,True,us,False,0.256,standard,298,0.186,0.166,0,0,0.0,0,11,0,0,10,0,0,0,0,0,1,0
2022-10-17 12:52:01.468549+00:00,us,USD,USD,mobile,60.84,60.84,1.63,False,us,False,0.265,standard,298,0.336,0.166,0,0,0.0,0,12,0,0,10,0,0,0,0,0,1,0
2022-10-17 13:08:29.468549+00:00,us,USD,CNY,mobile,293.31,293.31,4.71,False,us,False,0.116,enhanced,367,0.939,0.176,0,0,0.0,0,13,0,0,10,0,0,0,1,0,1,0
2022-10-17 19:30:00.468549+00:00,us,USD,USD,web,155.98,155.98,2.53,False,us,False,0.286,standard,298,0.336,0.166,0,0,0.0,0,19,0,0,10,0,0,0,0,0,1,0
2022-10-17 22:30:04.468549+00:00,ca,CAD,NGN,mobile,227.02,168.0,5.53,False,ca,False,0.328,standard,947,0.625,0.268,0,0,0.0,0,22,0,0,10,0,0,0,1,0,1,0
2022-10-17 22:38:17.468549+00:00,us,USD,GBP,mobile,188.31,188.31,3.59,False,us,False,0.512,enhanced,367,0.939,0.176,0,0,0.0,0,22,0,0,10,0,0,0,1,0,1,0
2022-10-18 00:52:37.468549+00:00,us,USD,CAD,mobile,735.01,735.01,11.92,False,us,False,0.458,standard,147,0.551,0.391,0,1,0.0,0,0,1,0,10,0,0,0,1,0,1,0
2022-10-18 02:48:08.468549+00:00,us,USD,INR,mobile,49.44,49.44,1.05,False,us,False,0.406,standard,263,0.522,0.223,0,0,0.0,0,2,1,0,10,0,0,0,1,0,1,0
2022-10-18 06:17:41.468549+00:00,uk,GBP,CAD,mobile,70.98,88.72,2.69,False,uk,False,0.142,standard,4,0.892,0.407,0,0,0.0,0,6,1,0,10,1,0,0,1,0,0,0
2022-10-18 11:13:56.468549+00:00,us,USD,PHP,web,82.83,82.83,2.46,False,us,False,0.329,standard,34,0.427,0.068,0,0,0.1,0,11,1,0,10,0,0,0,0,1,1,0
2022-10-18 13:15:13.468549+00:00,uk,GBP,PHP,web,158.26,197.82,3.48,False,uk,False,0.451,standard,718,0.953,0.169,0,2,0.0,0,13,1,0,10,0,0,0,1,0,1,0
2022-10-18 15:12:16.468549+00:00,uk,GBP,INR,mobile,181.04,226.3,4.32,False,uk,False,0.677,standard,4,0.892,0.407,0,1,0.0,0,15,1,0,10,0,0,0,1,0,0,0
2022-10-18 15:47:58.468549+00:00,us,USD,GBP,atm,100.06,100.06,2.84,False,us,False,0.402,enhanced,257,0.894,0.257,0,0,0.0,0,15,1,0,10,0,0,0,1,0,1,0
2022-10-18 19:00:55.468549+00:00,uk,GBP,INR,mobile,132.77,165.96,2.32,False,uk,False,0.267,standard,4,0.892,0.407,0,0,0.0,0,19,1,0,10,0,0,0,1,0,0,0
2022-10-18 20:45:22.468549+00:00,us,USD,PHP,web,164.91,164.91,2.36,False,us,False,0.389,standard,1018,0.934,0.087,0,2,0.1,0,20,1,0,10,0,0,0,1,0,1,0
2022-10-18 22:24:00.468549+00:00,us,USD,INR,mobile,66.54,66.54,2.32,False,us,False,0.075,standard,298,0.336,0.166,0,0,0.0,0,22,1,0,10,0,0,0,0,0,1,0
2022-10-19 00:18:34.468549+00:00,us,USD,PHP,web,269.05,269.05,5.72,False,us,False,0.08,standard,805,0.6,0.21,0,0,0.1,0,0,2,0,10,0,0,0,1,0,1,0
2022-10-19 01:17:57.468549+00:00,us,USD,PHP,mobile,97.95,97.95,1.41,True,ca,True,0.67,standard,147,0.401,0.391,0,0,0.1,0,1,2,0,10,0,0,0,0,0,1,0
2022-10-19 07:49:25.468549+00:00,us,USD,GBP,atm,38.97,38.97,2.1,False,us,False,0.288,enhanced,257,0.894,0.257,0,0,0.0,0,7,2,0,10,1,0,0,1,0,1,0
2022-10-19 10:20:43.468549+00:00,us,USD,CAD,mobile,418.73,418.73,7.3,False,us,False,0.129,enhanced,367,0.939,0.176,0,0,0.0,0,10,2,0,10,0,0,0,1,0,1,0
2022-10-19 12:08:19.468549+00:00,us,USD,EUR,mobile,462.29,462.29,7.94,False,uk,True,0.327,enhanced,367,0.939,0.176,0,0,0.0,0,12,2,0,10,0,0,0,1,0,1,0
2022-10-19 16:34:31.468549+00:00,us,USD,MXN,atm,452.7,452.7,7.82,False,us,False,0.425,standard,263,0.522,0.223,0,0,0.2,0,16,2,0,10,0,0,0,1,0,1,0
2022-10-19 17:00:15.468549+00:00,ca,CAD,USD,mobile,430.55,318.61,7.92,True,ca,False,0.277,standard,947,0.475,0.268,0,0,0.0,0,17,2,0,10,0,0,0,0,0,1,0
